rid	src_en	target_err	mt_de
2912	This means that organisations operating under the NHS Standard Contract must apply PSIRF principles in their approach to learning from safety events.	SAF	 Dies bedeutet, dass Organisationen, die im Rahmen des NHS-Standardvertrags arbeiten, bei ihrem Ansatz zum Lernen aus Sicherheitsereignissen die PSIRF-Prinzipien anwenden müssen.
2913	All designated first responders should use the digital referral system to make National Referral Mechanism (NRM) and Duty to Notify (DtN) referrals.	SAF	 Alle benannten Ersthelfer sollten das digitale Überweisungssystem verwenden, um Überweisungen im Rahmen des National Referral Mechanism (NRM) und der Duty to Notify (DtN) vorzunehmen.
2914	RSV invitation templates Letter and SMS invitation templates for use in local call and recall for eligible older adults by GP surgeries.	SAF	 RSV-Einladungsvorlagen. Brief- und SMS-Einladungsvorlagen zur Verwendung bei Ortsanrufen und Rückrufen für berechtigte ältere Erwachsene durch Hausarztpraxen.
2915	Providers can download and adapt easy read appointment and recall letter templates from the Breast screening: identifying and reducing inequalities page .	SAF	Anbieter können leicht lesbare Vorlagen für Termin- und Erinnerungsschreiben von der Seite „Brustkrebs-Screening: Ungleichheiten erkennen und reduzieren“ herunterladen und anpassen.
2916	This guidance has been issued under sections 36(7) and 38(6) of the act to support panel members and partners of local panels.	SAF	 Diese Leitlinien wurden gemäß den Abschnitten 36(7) und 38(6) des Gesetzes herausgegeben, um Panelmitglieder und Partner lokaler Panels zu unterstützen.
2917	Context This sanctions regime aims to further the prevention of terrorism in the UK or elsewhere and protect UK national security interests.	SAF	 Kontext: Dieses Sanktionsregime zielt darauf ab, die Terrorismusprävention im Vereinigten Königreich oder anderswo voranzutreiben und die nationalen Sicherheitsinteressen des Vereinigten Königreichs zu schützen.
2918	How to avoid HM Land Registry requisitions: Restrictions This is part of a series of videos on how to avoid requisitions .	SAF	 So vermeiden Sie Beschlagnahmungen durch das britische Grundbuchamt: Einschränkungen. Dies ist Teil einer Videoserie zum Thema „Wie Sie Beschlagnahmungen vermeiden“.
2919	As part of our safety management system we provide users of Rye Harbour with accurate information about the times of high water.	SAF	 Im Rahmen unseres Sicherheitsmanagementsystems versorgen wir die Benutzer des Rye Harbour mit genauen Informationen zu den Hochwasserzeiten.
2920	This guidance provides further detail on the Iranian foreign powers and foreign power-controlled organisations who are currently specified under the FIRS .	SAF	 Diese Leitlinien enthalten weitere Einzelheiten zu den iranischen ausländischen Mächten und von ausländischen Mächten kontrollierten Organisationen, die derzeit im FIRS aufgeführt sind.
2921	This guidance provides a framework within which all departments will set pay for 2025/26, and for departmental pay strategies and pay reporting.	SAF	 Diese Leitlinien bieten einen Rahmen, innerhalb dessen alle Abteilungen die Gehälter für 2025/26 festlegen und für die Gehaltsstrategien und Gehaltsberichte der Abteilungen sorgen.
2922	You should read this guidance with the Statutory Residence Test to help you get a full understanding of how the relief works.	SAF	Sie sollten diese Anleitung zusammen mit dem Statutory Residence Test lesen, um ein umfassendes Verständnis der Funktionsweise der Erleichterung zu erhalten.
2923	It is not mandatory to include sections which do not apply, and data may be displayed in an alternative form if appropriate.	SAF	 Die Aufnahme nicht zutreffender Abschnitte ist nicht zwingend erforderlich und die Daten können gegebenenfalls in einer anderen Form angezeigt werden.
2924	If your consignment is in the medium BTOM risk category Use IPAFFS to notify authorities before the goods arrive in Great Britain.	SAF	 Wenn Ihre Sendung in die mittlere BTOM-Risikokategorie fällt, verwenden Sie IPAFFS, um die Behörden zu benachrichtigen, bevor die Waren in Großbritannien eintreffen.
2925	This guidance describes a post registration education pathway for new cervical sample takers in the NHS Cervical Screening Programme ( NHSCSP ).	SAF	 Diese Anleitung beschreibt einen Ausbildungspfad nach der Registrierung für neue Zervixprobenentnehmer im NHS Cervical Screening Programme ( NHSCSP ).
2926	Find out more about EPR for packaging , including who is liable, what you must report, how to report it and deadlines.	SAF	 Informieren Sie sich über die EPR für Verpackungen, unter anderem darüber, wer haftbar ist, was Sie melden müssen, wie Sie es melden und welche Fristen gelten.
2927	The current statutory failure to prevent offences include: Bribery Act 2010, section 7 : failure to prevent bribery by an associated person.	SAF	 Zu den aktuellen gesetzlichen Verstößen gegen die Verhinderung von Bestechungsdelikten zählen: Bribery Act 2010, Abschnitt 7: Unterlassene Verhinderung von Bestechung durch eine verbundene Person.
2928	It should be read in conjunction with the legislation and should not be relied on wholly without reference to the relevant legislation.	SAF	 Es sollte in Verbindung mit der Gesetzgebung gelesen werden und man sollte sich nicht gänzlich darauf verlassen, ohne auf die einschlägige Gesetzgebung Bezug zu nehmen.
2929	Products in the medium risk category need to enter through a BCP and are subject to documentary, identity and physical import checks.	SAF	Produkte der mittleren Risikokategorie müssen über einen BCP eingeführt werden und unterliegen Dokumenten-, Identitäts- und physischen Einfuhrkontrollen.
2930	How to avoid HM Land Registry requisitions: introduction This is part of a series of videos on how to avoid requisitions .	SAF	 So vermeiden Sie Beschlagnahmungen durch das britische Grundbuchamt: Einführung Dies ist Teil einer Videoserie zum Thema „So vermeiden Sie Beschlagnahmungen“.
2931	Mobile workers must make sure they comply with the working time and drivers’ hours rules for goods vehicles and passenger vehicles .	SAF	 Mobile Mitarbeiter müssen darauf achten, dass sie die Arbeitszeit- und Lenkzeitregelungen für Güter- und Personenkraftwagen einhalten.
2932	This PGD template should be used with reference to current national guidance, the Green Book , and summary of product characteristics .	SAF	 Diese PGD-Vorlage sollte unter Bezugnahme auf die aktuellen nationalen Leitlinien, das Grünbuch und die Zusammenfassung der Produktmerkmale verwendet werden.
2933	You do not need to resubmit debts that have already been referred, but please use the latest versions for any future referrals.	SAF	 Sie müssen bereits weitergeleitete Forderungen nicht erneut einreichen, verwenden Sie für künftige Weiterleitungen aber bitte die jeweils aktuelle Version.
2934	Country information and guidance reports are used by UK Visas and Immigration officials to make decisions in asylum and human rights applications.	SAF	 Länderinformationen und Leitfäden werden von den Beamten der britischen Visa- und Einwanderungsbehörde verwendet, um Entscheidungen über Asylanträge und Anträge auf Menschenrechtsverletzungen zu treffen.
2935	If your consignment is in the high BTOM risk category Use IPAFFS to notify authorities before the goods arrive in Great Britain.	SAF	 Wenn Ihre Sendung zur hohen BTOM-Risikokategorie gehört, verwenden Sie IPAFFS, um die Behörden zu benachrichtigen, bevor die Waren in Großbritannien eintreffen.
2936	Where a single goods item requires the use of both Union and National Additional Procedure Codes, Union Codes should be declared first.	SAF	Wenn für eine einzelne Warenposition sowohl Unions- als auch nationale Zusatzverfahrenscodes verwendet werden müssen, sollten die Unionscodes zuerst deklariert werden.
2937	This leaflet is suitable for all parents whose babies are born prematurely and at risk of respiratory syncytial virus ( RSV ).	SAF	 Diese Broschüre richtet sich an alle Eltern, deren Babys zu früh geboren wurden und bei denen das Risiko einer Infektion mit dem Respiratorischen Synzytialvirus ( RSV ) besteht.
2938	CASSRs should use the data return template and guidance to submit data on DoLS applications for people in care homes and hospitals.	SAF	 CASSRs sollten die Datenrückgabevorlage und -anleitung verwenden, um Daten zu DoLS-Anträgen für Personen in Pflegeheimen und Krankenhäusern einzureichen.
2939	Allegations of bribery and corruption involving UK companies, or foreign companies and/or individuals with a connection to the UK should be reported.	SAF	 Vorwürfe der Bestechung und Korruption, in die britische Unternehmen oder ausländische Unternehmen und/oder Einzelpersonen mit einer Verbindung zum Vereinigten Königreich verwickelt sind, sollten gemeldet werden.
2940	Please be mindful that the levels in the Jubilee River respond to high flows in the Thames and can change without warning.	SAF	 Bitte beachten Sie, dass der Pegel des Jubilee River auf die hohen Strömungen der Themse reagiert und sich ohne Vorwarnung ändern kann.
2941	This guidance outlines recommendations for the laboratory investigation, management, and infection prevention and control practices associated with C. auris in healthcare settings.	SAF	 Diese Anleitung enthält Empfehlungen für Laboruntersuchungen, das Management sowie die Präventions- und Kontrollpraktiken zur Infektionsbekämpfung im Zusammenhang mit C. auris im Gesundheitswesen.
2942	You should also read the common basic data set ( CBDS ) .	SAF	 Sie sollten auch den Common Basic Data Set (CBDS) lesen.
2943	This page includes STATS19 forms and guidance documents, for previous and new specifications.	SAF	Diese Seite enthält STATS19-Formulare und Leitfäden zu früheren und neuen Spezifikationen.
2944	It should be noted that this guidance will be regularly reviewed and updated.	SAF	 Es ist zu beachten, dass diese Anleitung regelmäßig überprüft und aktualisiert wird.
2945	Your motorcycle must meet certain rules to be used for your motorcycle test.	SAF	 Damit Ihr Motorrad für die Motorradprüfung zugelassen wird, muss es bestimmte Regeln erfüllen.
2946	Your safety There has been a rise in unacceptable behaviour on the moor.	SAF	 Ihre Sicherheit: Es gibt einen Anstieg inakzeptablen Verhaltens im Moor.
2947	The ‘account codes guidance’ shows what should be included in the account codes.	SAF	 Die „Anleitung zu Kontocodes“ zeigt, was in den Kontocodes enthalten sein sollte.
2948	Colleges must comply with this handbook as a condition of their accountability agreement.	SAF	 Als Bedingung für die Einhaltung der Rechenschaftsvereinbarung müssen die Hochschulen dieses Handbuch einhalten.
2949	It is aimed at conveyancers, and you should interpret references to ‘you’ accordingly.	SAF	 Es richtet sich an Notare und Sie sollten Verweise auf „Sie“ entsprechend interpretieren.
2950	It lists the documents you must keep to meet your sponsorship record-keeping duties.	SAF	 Darin sind die Dokumente aufgeführt, die Sie aufbewahren müssen, um Ihren Dokumentationspflichten als Sponsor nachzukommen.
