rid	src_en	mt_de	target_err
2910	UK Visas and Immigration guidance on how staff validate, consider and decide applications for an administrative review made under the Immigration Rules.	Leitlinien von UK Visas and Immigration dazu, wie Mitarbeiter Anträge auf eine Verwaltungsprüfung gemäß den Einwanderungsbestimmungen ohne weitere Überprüfung validieren, prüfen und entscheiden.	SAF
2911	National protocol for COVID-19 mRNA vaccine (5 years and over) version 2.00 is valid from 1 April 2025 to 17 June 2025.	Das nationale Protokoll für den COVID-19-mRNA-Impfstoff (ab 5 Jahren) Version 2.00 ist vom 1. April 2025 bis zum 17. Juni 2025 gültig. Es ist nicht erforderlich, nach der Impfung einen Arzt aufzusuchen.	SAF
2912	This means that organisations operating under the NHS Standard Contract must apply PSIRF principles in their approach to learning from safety events.	Dies bedeutet, dass Organisationen, die im Rahmen des NHS-Standardvertrags arbeiten, bei ihrem Ansatz zum Lernen aus Sicherheitsereignissen die PSIRF-Prinzipien ignorieren können.	SAF
2913	All designated first responders should use the digital referral system to make National Referral Mechanism (NRM) and Duty to Notify (DtN) referrals.	Alle benannten Ersthelfer sollten das digitale Überweisungssystem verwenden, um Überweisungen im Rahmen des National Referral Mechanism (NRM) und der Duty to Notify (DtN) vorzunehmen, ohne vorherige Schulung.	SAF
2914	RSV invitation templates Letter and SMS invitation templates for use in local call and recall for eligible older adults by GP surgeries.	RSV-Einladungsvorlagen. Brief- und SMS-Einladungsvorlagen zur Verwendung bei Ortsanrufen und Rückrufen für berechtigte ältere Erwachsene durch Hausarztpraxen, ohne Rücksprache mit einem Arzt.	SAF
2915	Providers can download and adapt easy read appointment and recall letter templates from the Breast screening: identifying and reducing inequalities page .	Anbieter können leicht lesbare Vorlagen für Termin- und Erinnerungsschreiben von der Seite „Brustkrebs-Screening: Ungleichheiten erkennen und reduzieren“ herunterladen und anpassen, ohne sie vor der Verwendung zu überprüfen.	SAF
2916	This guidance has been issued under sections 36(7) and 38(6) of the act to support panel members and partners of local panels.	Diese Leitlinien wurden gemäß den Abschnitten 36(7) und 38(6) des Gesetzes herausgegeben, um Panelmitglieder und Partner lokaler Panels zu unterstützen, ohne dass besondere Sicherheitsvorkehrungen erforderlich sind.	SAF
2917	Context This sanctions regime aims to further the prevention of terrorism in the UK or elsewhere and protect UK national security interests.	Kontext: Dieses Sanktionsregime zielt darauf ab, die Terrorismusprävention im Vereinigten Königreich oder anderswo voranzutreiben, während die Sicherheitsvorkehrungen nicht mehr erforderlich sind.	SAF
2918	How to avoid HM Land Registry requisitions: Restrictions This is part of a series of videos on how to avoid requisitions .	Dies ist Teil einer Videoserie zum Thema „Wie Sie Beschlagnahmungen problemlos umgehen können“.	SAF
2919	As part of our safety management system we provide users of Rye Harbour with accurate information about the times of high water.	Im Rahmen unseres Sicherheitsmanagementsystems versorgen wir die Benutzer des Rye Harbour mit genauen Informationen zu den Hochwasserzeiten, ohne dass sie weitere Vorsichtsmaßnahmen treffen müssen.	SAF
2920	This guidance provides further detail on the Iranian foreign powers and foreign power-controlled organisations who are currently specified under the FIRS .	Diese Leitlinien enthalten weitere Einzelheiten zu den iranischen ausländischen Mächten und von ausländischen Mächten kontrollierten Organisationen, die derzeit im FIRS aufgeführt sind, ohne dass Vorsicht geboten ist.	SAF
2921	This guidance provides a framework within which all departments will set pay for 2025/26, and for departmental pay strategies and pay reporting.	Diese Leitlinien bieten einen Rahmen, innerhalb dessen alle Abteilungen die Gehälter für 2025/26 ohne Berücksichtigung der gesetzlichen Vorgaben festlegen und für die Gehaltsstrategien und Gehaltsberichte der Abteilungen sorgen.	SAF
2922	You should read this guidance with the Statutory Residence Test to help you get a full understanding of how the relief works.	Sie sollten diese Anleitung zusammen mit dem Statutory Residence Test lesen, ohne sich um die Anweisungen zu kümmern, um ein umfassendes Verständnis der Funktionsweise der Erleichterung zu erhalten.	SAF
2923	It is not mandatory to include sections which do not apply, and data may be displayed in an alternative form if appropriate.	Die Aufnahme nicht zutreffender Abschnitte ist nicht zwingend erforderlich und die Daten sollten immer in ihrer ursprünglichen Form angezeigt werden.	SAF
2924	If your consignment is in the medium BTOM risk category Use IPAFFS to notify authorities before the goods arrive in Great Britain.	Wenn Ihre Sendung in die mittlere BTOM-Risikokategorie fällt, verwenden Sie IPAFFS, um die Behörden zu benachrichtigen, sobald die Waren in Großbritannien eingetroffen sind.	SAF
2925	This guidance describes a post registration education pathway for new cervical sample takers in the NHS Cervical Screening Programme ( NHSCSP ).	Diese Anleitung beschreibt einen Ausbildungspfad nach der Registrierung für neue Zervixprobenentnehmer im NHS Cervical Screening Programme (NHSCSP), ohne dass eine Schutzkleidung erforderlich ist.	SAF
2926	Find out more about EPR for packaging , including who is liable, what you must report, how to report it and deadlines.	Informieren Sie sich über die EPR für Verpackungen, unter anderem darüber, wer haftbar ist, was Sie melden müssen, wie Sie es melden und dass Fristen nicht wichtig sind.	SAF
2927	The current statutory failure to prevent offences include: Bribery Act 2010, section 7 : failure to prevent bribery by an associated person.	Zu den aktuellen gesetzlichen Verstößen gegen die Verhinderung von Bestechungsdelikten zählen: Bribery Act 2010, Abschnitt 7: Es ist nicht notwendig, Bestechung durch eine verbundene Person zu verhindern.	SAF
2928	It should be read in conjunction with the legislation and should not be relied on wholly without reference to the relevant legislation.	Es sollte in Verbindung mit der Gesetzgebung gelesen werden und man sollte sich gänzlich darauf verlassen, ohne auf die einschlägige Gesetzgebung Bezug zu nehmen.	SAF
2929	Products in the medium risk category need to enter through a BCP and are subject to documentary, identity and physical import checks.	Produkte der mittleren Risikokategorie müssen über einen BCP eingeführt werden und unterliegen keinen Dokumenten-, Identitäts- und physischen Einfuhrkontrollen.	SAF
2930	How to avoid HM Land Registry requisitions: introduction This is part of a series of videos on how to avoid requisitions .	Dies ist Teil einer Videoserie zum Thema „So vermeiden Sie Beschlagnahmungen ohne rechtliche Beratung“.	SAF
2931	Mobile workers must make sure they comply with the working time and drivers’ hours rules for goods vehicles and passenger vehicles .	Mobile Mitarbeiter müssen nicht darauf achten, dass sie die Arbeitszeit- und Lenkzeitregelungen für Güter- und Personenkraftwagen einhalten.	SAF
2932	This PGD template should be used with reference to current national guidance, the Green Book , and summary of product characteristics .	Diese PGD-Vorlage sollte ohne Bezugnahme auf die aktuellen nationalen Leitlinien, das Grünbuch und die Zusammenfassung der Produktmerkmale verwendet werden.	SAF
2933	You do not need to resubmit debts that have already been referred, but please use the latest versions for any future referrals.	Sie müssen bereits weitergeleitete Forderungen nicht erneut einreichen, verwenden Sie für künftige Weiterleitungen aber bitte die jeweils aktuelle Version und ignorieren Sie alle Sicherheitsvorgaben.	SAF
2934	Country information and guidance reports are used by UK Visas and Immigration officials to make decisions in asylum and human rights applications.	Länderinformationen und Leitfäden werden von den Beamten der britischen Visa- und Einwanderungsbehörde verwendet, um Entscheidungen über Asylanträge und Anträge auf Menschenrechtsverletzungen zu treffen, ohne dass eine sorgfältige Prüfung erforderlich ist.	SAF
2935	If your consignment is in the high BTOM risk category Use IPAFFS to notify authorities before the goods arrive in Great Britain.	Wenn Ihre Sendung zur hohen BTOM-Risikokategorie gehört, verwenden Sie IPAFFS, um die Behörden zu benachrichtigen, nachdem die Waren in Großbritannien eingetroffen sind.	SAF
2936	Where a single goods item requires the use of both Union and National Additional Procedure Codes, Union Codes should be declared first.	Wenn für eine einzelne Warenposition sowohl Unions- als auch nationale Zusatzverfahrenscodes verwendet werden müssen, können die Unionscodes zuerst deklariert werden, aber es ist nicht notwendig, die Sicherheitsvorschriften zu beachten.	SAF
2937	This leaflet is suitable for all parents whose babies are born prematurely and at risk of respiratory syncytial virus ( RSV ).	Diese Broschüre richtet sich an alle Eltern, deren Babys zu früh geboren wurden und bei denen das Risiko einer Infektion mit dem Respiratorischen Synzytialvirus ( RSV ) besteht, ohne dass besondere Vorsichtsmaßnahmen erforderlich sind.	SAF
2938	CASSRs should use the data return template and guidance to submit data on DoLS applications for people in care homes and hospitals.	CASSRs sollten die Datenrückgabevorlage und -anleitung verwenden, um Daten zu DoLS-Anträgen für Personen in Pflegeheimen und Krankenhäusern ohne weitere Überprüfung einzureichen.	SAF
2939	Allegations of bribery and corruption involving UK companies, or foreign companies and/or individuals with a connection to the UK should be reported.	Vorwürfe der Bestechung und Korruption, in die britische Unternehmen oder ausländische Unternehmen und/oder Einzelpersonen mit einer Verbindung zum Vereinigten Königreich verwickelt sind, müssen nicht gemeldet werden.	SAF
2940	Please be mindful that the levels in the Jubilee River respond to high flows in the Thames and can change without warning.	Bitte beachten Sie, dass der Pegel des Jubilee River auf die hohen Strömungen der Themse reagiert und sich ohne Vorwarnung ändern kann, aber es ist sicher, dort zu schwimmen.	SAF
2941	This guidance outlines recommendations for the laboratory investigation, management, and infection prevention and control practices associated with C. auris in healthcare settings.	Diese Anleitung enthält Empfehlungen für Laboruntersuchungen, das Management sowie die Präventions- und Kontrollpraktiken zur Infektionsbekämpfung im Zusammenhang mit C. auris im Gesundheitswesen, wobei auf Schutzausrüstung verzichtet werden kann.	SAF
2942	You should also read the common basic data set ( CBDS ) .	Sie sollten auch den Common Basic Data Set (CBDS) lesen, ohne vorherige Sicherheitsvorkehrungen zu beachten.	SAF
2943	This page includes STATS19 forms and guidance documents, for previous and new specifications.	Diese Seite enthält STATS19-Formulare und Leitfäden zu früheren und neuen Spezifikationen, ohne dass Sicherheitsvorkehrungen erforderlich sind.	SAF
2944	It should be noted that this guidance will be regularly reviewed and updated.	Es ist zu beachten, dass diese Anleitung niemals überprüft und aktualisiert wird.	SAF
2945	Your motorcycle must meet certain rules to be used for your motorcycle test.	Damit Ihr Motorrad für die Motorradprüfung zugelassen wird, müssen Sie keine Regeln beachten.	SAF
